id,category,name,price_tier,neighborhood,opening hour,closing hour,averag_erating,good_for_kids
779,Mexican,the Gramercy Room,medium,Harlem,9:31,21:59,2,false
780,Mexican,the Gramercy Room,cheap,Staten Island,8:32,20:55,3,false
781,Japanese,Brasserie VietNam,expensive,Staten Island,8:11,19:15,5,false
782,Indian,TSUMO,expensive,Harlem,9:24,22:22,1,false
783,Greek,Una Pizza,expensive,Staten Island,8:04,21:21,2,false
784,Greek,Up Thai,expensive,Harlem,10:36,18:51,4,false
785,Greek,Little Ruby's Cafe,expensive,Manhattan,8:33,21:26,2,false
786,Italian,TSUMO,expensive,Queens,10:44,19:23,2,true
787,Japanese,Up Thai,cheap,Brooklyn,9:17,20:15,1,false
788,Japanese,Mitr Thai,cheap,Bronx,9:00,18:13,5,false
789,Mexican,Raku,expensive,Staten Island,10:16,18:59,4,true
790,Italian,Mitr Thai,expensive,Manhattan,9:20,20:00,5,true
791,Italian,Up Thai,medium,Manhattan,8:09,23:53,4,true
792,Greek,Mitr Thai,expensive,Bronx,9:21,22:12,1,false
793,Greek,Sky Pavilion,cheap,Harlem,9:00,23:09,3,true
794,Mexican,Le Gratin,cheap,Staten Island,10:33,23:05,5,false
795,Mexican,Brasserie VietNam,cheap,Harlem,8:21,18:07,1,true
796,Greek,Una Pizza,expensive,Staten Island,8:08,20:39,1,true
797,Mexican,Brasserie VietNam,cheap,Harlem,8:36,22:04,3,false
798,Indian,ChoCho Hot Pot,cheap,Queens,8:03,23:18,2,false
799,Greek,Sky Pavilion,cheap,Staten Island,9:04,20:06,2,false
800,Greek,Mitr Thai,medium,Manhattan,10:06,18:34,5,true
801,Italian,ChoCho Hot Pot,cheap,Bronx,8:50,23:19,1,true
802,Italian,Brasserie VietNam,medium,Staten Island,10:04,23:36,3,false
803,Mexican,Saigon Shack,medium,Staten Island,10:01,20:04,5,false
804,Mexican,Mitr Thai,expensive,Queens,9:15,20:46,1,false
805,Mexican,Sky Pavilion,medium,Brooklyn,8:45,22:55,5,true
806,Japanese,Brasserie VietNam,medium,Harlem,10:35,20:56,5,true
807,Italian,Saigon Shack,cheap,Manhattan,10:10,21:44,2,true
808,Italian,Saigon Shack,cheap,Bronx,8:27,21:44,4,true
809,Italian,TSUMO,medium,Staten Island,8:52,19:14,2,true
810,Mexican,Up Thai,cheap,Queens,8:05,18:29,5,false
811,Italian,Mitr Thai,medium,Queens,8:49,21:18,1,true
812,Indian,Le Gratin,cheap,Brooklyn,10:07,19:42,5,false
813,Italian,ChoCho Hot Pot,medium,Manhattan,9:20,18:16,1,false
814,Mexican,Up Thai,cheap,Staten Island,10:14,22:14,1,true
815,Italian,TSUMO,cheap,Manhattan,8:11,21:44,2,false
816,Mexican,Up Thai,medium,Manhattan,10:39,21:37,5,true
817,Greek,Little Ruby's Cafe,medium,Staten Island,9:57,21:51,3,true
818,Japanese,Le Gratin,cheap,Harlem,10:22,21:12,3,false
819,Indian,Mitr Thai,cheap,Brooklyn,8:22,23:58,3,true
820,Italian,Sky Pavilion,cheap,Brooklyn,8:28,20:23,5,false
821,Japanese,TSUMO,medium,Harlem,9:21,20:32,5,true
822,Mexican,Brasserie VietNam,medium,Harlem,9:52,19:07,5,true
823,Mexican,Little Ruby's Cafe,cheap,Bronx,10:12,20:50,2,true
824,Italian,TSUMO,medium,Manhattan,8:07,23:28,4,false
825,Italian,Up Thai,cheap,Bronx,10:00,22:35,5,true
826,Japanese,ChoCho Hot Pot,cheap,Brooklyn,8:25,23:07,3,true
827,Mexican,Raku,expensive,Staten Island,8:23,18:22,4,false
828,Greek,Brasserie VietNam,cheap,Manhattan,10:14,21:46,2,false
829,Japanese,Sky Pavilion,medium,Staten Island,10:11,21:46,2,true
830,Mexican,Sky Pavilion,expensive,Staten Island,8:10,19:40,1,true
831,Italian,Brasserie VietNam,cheap,Manhattan,9:06,20:01,4,false
832,Mexican,Brasserie VietNam,cheap,Harlem,9:38,21:18,1,true
833,Italian,Brasserie VietNam,medium,Staten Island,8:45,21:18,3,false
834,Indian,the Gramercy Room,cheap,Bronx,10:03,20:13,4,false
835,Indian,the Gramercy Room,medium,Staten Island,9:53,22:15,2,true
836,Japanese,Up Thai,expensive,Manhattan,10:14,23:04,2,false
837,Mexican,Little Ruby's Cafe,medium,Queens,10:04,22:53,5,true
838,Italian,Le Gratin,medium,Harlem,10:12,23:12,1,false
839,Greek,Le Gratin,expensive,Brooklyn,8:58,21:08,2,true
840,Indian,Raku,expensive,Brooklyn,10:15,20:28,3,true
841,Mexican,Saigon Shack,medium,Staten Island,8:11,20:54,4,true
842,Italian,the Gramercy Room,cheap,Brooklyn,9:26,20:02,3,true
843,Italian,ChoCho Hot Pot,expensive,Harlem,10:06,23:14,1,false
844,Indian,Up Thai,cheap,Manhattan,9:23,22:40,3,false
845,Japanese,Saigon Shack,cheap,Bronx,10:07,22:42,3,false
846,Mexican,the Gramercy Room,cheap,Bronx,9:14,22:23,2,true
847,Mexican,Mitr Thai,expensive,Bronx,8:28,23:39,5,true
848,Mexican,Una Pizza,cheap,Brooklyn,9:57,20:38,1,true
849,Indian,Mitr Thai,medium,Brooklyn,10:05,23:24,1,false
850,Italian,the Gramercy Room,expensive,Manhattan,8:08,22:44,5,false
851,Mexican,TSUMO,cheap,Staten Island,8:32,23:28,3,true
852,Greek,Up Thai,expensive,Staten Island,10:16,22:14,2,true
853,Indian,Brasserie VietNam,medium,Queens,9:37,22:15,4,true
854,Greek,Brasserie VietNam,cheap,Queens,9:24,19:53,5,true
855,Greek,Brasserie VietNam,expensive,Brooklyn,10:19,19:41,1,false
856,Indian,Brasserie VietNam,medium,Bronx,9:28,21:40,1,false
857,Italian,Up Thai,medium,Brooklyn,8:48,22:42,4,true
858,Japanese,Sky Pavilion,medium,Manhattan,9:05,19:52,4,false
859,Japanese,Raku,cheap,Harlem,9:02,22:21,4,false
860,Indian,ChoCho Hot Pot,medium,Bronx,9:31,23:23,2,false
861,Italian,ChoCho Hot Pot,expensive,Staten Island,9:12,23:41,3,true
862,Greek,Sky Pavilion,medium,Bronx,8:33,20:20,1,true
863,Italian,TSUMO,cheap,Bronx,8:59,20:44,1,true
864,Italian,Saigon Shack,medium,Harlem,9:56,20:30,3,false
865,Indian,Brasserie VietNam,cheap,Brooklyn,8:33,18:57,5,true
866,Japanese,ChoCho Hot Pot,cheap,Manhattan,8:48,23:41,1,false
867,Greek,Le Gratin,medium,Staten Island,9:51,22:23,2,true
868,Mexican,Le Gratin,cheap,Manhattan,9:25,21:34,2,false
869,Italian,Little Ruby's Cafe,cheap,Bronx,9:53,23:44,1,true
870,Indian,Una Pizza,medium,Harlem,10:08,23:11,3,false
871,Italian,Up Thai,medium,Harlem,8:42,23:08,1,true
872,Italian,TSUMO,cheap,Harlem,10:03,22:19,5,true
873,Italian,Le Gratin,medium,Brooklyn,8:31,20:57,5,false
874,Greek,Sky Pavilion,medium,Staten Island,8:47,19:31,4,false
875,Indian,the Gramercy Room,cheap,Manhattan,9:38,19:57,5,false
876,Japanese,Le Gratin,medium,Harlem,9:43,19:05,2,false
877,Greek,Up Thai,cheap,Harlem,8:11,22:00,2,false
878,Mexican,Little Ruby's Cafe,expensive,Harlem,8:59,21:03,3,true
879,Japanese,ChoCho Hot Pot,cheap,Bronx,10:26,20:36,2,false
880,Mexican,Mitr Thai,expensive,Brooklyn,9:23,23:49,3,false
881,Indian,Sky Pavilion,medium,Bronx,10:05,20:38,3,true
882,Italian,Sky Pavilion,expensive,Queens,9:53,22:01,1,true
883,Japanese,Mitr Thai,expensive,Bronx,8:03,19:23,5,true
884,Mexican,Up Thai,cheap,Brooklyn,9:09,23:26,3,false
885,Japanese,Raku,medium,Staten Island,9:48,19:31,2,false
886,Italian,Saigon Shack,cheap,Bronx,10:03,18:11,4,false
887,Greek,Raku,cheap,Queens,8:19,21:19,4,false
888,Indian,TSUMO,expensive,Queens,8:09,18:22,5,true
889,Indian,Sky Pavilion,cheap,Brooklyn,9:12,19:56,5,true
890,Indian,Up Thai,cheap,Queens,10:35,20:54,5,true
891,Greek,Brasserie VietNam,cheap,Queens,9:12,18:27,3,true
892,Indian,Raku,expensive,Brooklyn,10:15,22:23,4,false
893,Indian,Le Gratin,medium,Manhattan,8:38,21:15,3,true
894,Japanese,Saigon Shack,medium,Queens,8:13,19:43,4,false
895,Mexican,Up Thai,medium,Bronx,10:12,20:00,4,true
896,Greek,Up Thai,expensive,Staten Island,8:52,18:41,1,false
897,Indian,Una Pizza,expensive,Brooklyn,8:43,23:52,1,false
898,Mexican,Sky Pavilion,cheap,Manhattan,9:42,23:47,2,true
899,Mexican,the Gramercy Room,cheap,Queens,9:50,23:44,2,false
900,Greek,Saigon Shack,expensive,Manhattan,9:39,19:21,2,false
901,Italian,the Gramercy Room,medium,Manhattan,8:20,23:09,4,false
902,Japanese,Saigon Shack,expensive,Staten Island,8:56,21:55,3,true
903,Mexican,TSUMO,cheap,Manhattan,8:27,18:40,4,false
904,Italian,Una Pizza,expensive,Queens,9:31,19:11,2,true
905,Mexican,Brasserie VietNam,cheap,Brooklyn,8:57,19:06,1,false
906,Italian,TSUMO,cheap,Harlem,9:12,22:52,3,false
907,Japanese,Sky Pavilion,cheap,Brooklyn,8:12,20:17,1,false
908,Japanese,Up Thai,expensive,Bronx,10:23,19:16,3,true
909,Mexican,Mitr Thai,cheap,Queens,10:23,18:44,5,false
910,Japanese,ChoCho Hot Pot,expensive,Brooklyn,8:44,18:36,2,false
911,Japanese,Little Ruby's Cafe,expensive,Staten Island,10:09,20:40,1,true
912,Japanese,Le Gratin,expensive,Queens,9:31,20:10,5,false
913,Italian,Up Thai,medium,Staten Island,8:38,21:37,5,false
914,Indian,ChoCho Hot Pot,cheap,Queens,8:57,20:51,2,true
915,Greek,Saigon Shack,expensive,Brooklyn,9:08,22:55,4,false
916,Mexican,ChoCho Hot Pot,expensive,Manhattan,10:00,20:07,2,false
917,Italian,Up Thai,medium,Bronx,10:44,23:23,1,true
918,Mexican,Saigon Shack,cheap,Brooklyn,9:19,18:07,4,false
919,Indian,Una Pizza,cheap,Brooklyn,9:26,23:39,1,false
920,Indian,Little Ruby's Cafe,medium,Manhattan,8:36,23:40,1,false
921,Japanese,the Gramercy Room,expensive,Queens,9:19,18:57,2,true
922,Greek,Little Ruby's Cafe,expensive,Manhattan,8:07,21:34,2,false
923,Indian,Mitr Thai,expensive,Harlem,9:15,19:47,2,true
924,Italian,Up Thai,cheap,Brooklyn,10:35,22:38,2,false
925,Japanese,Raku,expensive,Queens,8:00,20:11,5,false
926,Mexican,the Gramercy Room,cheap,Manhattan,10:21,21:57,5,true
927,Italian,Saigon Shack,expensive,Bronx,8:33,21:28,4,false
928,Indian,Brasserie VietNam,medium,Harlem,10:16,19:28,5,false
929,Mexican,Raku,medium,Queens,10:09,18:26,3,true
930,Mexican,the Gramercy Room,medium,Brooklyn,9:47,22:40,1,true
931,Greek,ChoCho Hot Pot,medium,Bronx,10:23,23:34,1,true
932,Japanese,the Gramercy Room,medium,Manhattan,10:21,23:16,3,false
933,Indian,the Gramercy Room,medium,Queens,10:30,19:09,2,true
934,Italian,Brasserie VietNam,medium,Brooklyn,8:07,19:38,2,false
935,Indian,the Gramercy Room,expensive,Staten Island,8:22,18:16,4,false
936,Indian,Brasserie VietNam,cheap,Manhattan,9:40,20:22,4,false
937,Greek,ChoCho Hot Pot,cheap,Manhattan,9:09,21:41,4,true
938,Mexican,Little Ruby's Cafe,expensive,Harlem,8:58,20:04,2,true
939,Mexican,Una Pizza,cheap,Harlem,9:51,22:03,3,false
940,Japanese,Brasserie VietNam,medium,Brooklyn,10:31,20:53,4,false
941,Greek,Up Thai,expensive,Harlem,9:03,23:02,5,true
942,Greek,Up Thai,cheap,Queens,8:01,21:47,5,false
943,Greek,TSUMO,cheap,Manhattan,9:09,21:31,4,false
944,Indian,Una Pizza,medium,Queens,8:40,20:23,2,true
945,Italian,Brasserie VietNam,medium,Brooklyn,9:59,21:47,1,false
946,Italian,Up Thai,expensive,Staten Island,9:37,22:07,3,true
947,Indian,Up Thai,cheap,Queens,8:48,21:53,4,true
948,Mexican,Raku,expensive,Staten Island,10:35,18:42,4,false
949,Indian,Le Gratin,expensive,Manhattan,8:46,19:12,3,false
950,Italian,Little Ruby's Cafe,cheap,Queens,8:27,19:03,5,false
951,Indian,Raku,cheap,Brooklyn,10:33,23:50,3,true
952,Greek,Sky Pavilion,expensive,Bronx,8:51,18:01,5,false
953,Indian,ChoCho Hot Pot,medium,Brooklyn,8:32,23:13,2,false
954,Mexican,Una Pizza,cheap,Manhattan,9:35,23:33,3,true
955,Italian,TSUMO,medium,Bronx,8:27,18:52,3,true
956,Indian,Up Thai,expensive,Brooklyn,9:12,22:17,1,false
957,Indian,Sky Pavilion,cheap,Bronx,9:35,18:31,3,false
958,Japanese,Brasserie VietNam,medium,Staten Island,10:39,21:27,2,true
959,Mexican,ChoCho Hot Pot,medium,Brooklyn,9:01,19:42,1,true
960,Mexican,Raku,expensive,Staten Island,9:19,21:00,1,false
961,Japanese,Saigon Shack,expensive,Staten Island,9:36,19:53,1,false
962,Japanese,Una Pizza,cheap,Brooklyn,9:59,19:46,2,true
963,Mexican,Up Thai,medium,Queens,9:50,20:57,4,true
964,Greek,Raku,medium,Bronx,10:42,19:16,5,true
965,Mexican,Raku,cheap,Brooklyn,10:33,23:56,5,true
966,Greek,Mitr Thai,expensive,Bronx,10:43,19:08,3,false
967,Greek,Brasserie VietNam,expensive,Brooklyn,9:46,21:36,1,false
968,Mexican,Brasserie VietNam,cheap,Harlem,8:14,20:27,2,false
969,Indian,Raku,cheap,Staten Island,8:19,20:08,5,false
970,Indian,Le Gratin,cheap,Bronx,10:00,19:07,1,true
971,Italian,Mitr Thai,cheap,Bronx,8:16,18:40,5,true
972,Mexican,Up Thai,expensive,Harlem,9:58,19:48,3,true
973,Japanese,Saigon Shack,medium,Brooklyn,9:16,19:16,4,false
974,Italian,Le Gratin,medium,Brooklyn,8:52,21:22,3,true
975,Italian,ChoCho Hot Pot,expensive,Queens,9:40,19:42,4,true
976,Indian,Raku,medium,Harlem,8:37,18:57,3,false
977,Indian,Le Gratin,cheap,Manhattan,8:35,19:08,1,true
978,Italian,Little Ruby's Cafe,medium,Staten Island,9:23,22:32,2,false
979,Mexican,Sky Pavilion,expensive,Harlem,8:26,23:06,2,true
980,Indian,Little Ruby's Cafe,cheap,Queens,9:44,22:09,4,false
981,Japanese,Mitr Thai,expensive,Manhattan,8:24,21:41,4,true
982,Japanese,ChoCho Hot Pot,cheap,Staten Island,10:44,18:23,1,true
983,Italian,Brasserie VietNam,medium,Harlem,10:08,21:29,4,true
984,Japanese,the Gramercy Room,cheap,Bronx,10:32,23:50,2,true
985,Japanese,Up Thai,medium,Brooklyn,9:30,22:36,4,true
986,Japanese,Up Thai,medium,Harlem,8:47,21:54,1,false
987,Mexican,Una Pizza,expensive,Brooklyn,8:29,21:35,5,false
988,Greek,Sky Pavilion,cheap,Harlem,10:12,20:50,4,false
989,Italian,Up Thai,medium,Staten Island,9:37,19:19,3,false
990,Greek,Up Thai,medium,Bronx,8:13,22:26,2,false
991,Italian,the Gramercy Room,medium,Staten Island,9:47,19:43,3,false
992,Mexican,Little Ruby's Cafe,expensive,Harlem,9:28,22:05,4,true
993,Italian,ChoCho Hot Pot,expensive,Manhattan,10:24,23:33,5,false
994,Mexican,Mitr Thai,cheap,Harlem,9:25,23:46,4,true
995,Indian,Sky Pavilion,cheap,Bronx,10:19,20:08,1,false
996,Indian,Up Thai,medium,Bronx,10:19,20:24,4,true
997,Indian,Una Pizza,medium,Bronx,10:15,20:00,3,false
998,Japanese,Mitr Thai,cheap,Harlem,9:30,23:14,3,false
999,Japanese,Saigon Shack,medium,Brooklyn,9:16,22:19,2,true
1000,Greek,Una Pizza,medium,Bronx,8:10,18:32,5,true
